MUNICIPALITY,CODE,YEAR,MONTH,HEIGHT,DIAMETRE,TOWNHALL,BASALAN,FIREFIGHTERS,DESTROYED,INDESTRUCTIBLE,PENDING,WOODLAND,CONSTRUCTION,BEEHIVES,AKTINIDIA (KIWI),BLUEBERRIES,RASPBERRIES,FRUIT TREES,APPLE TREES,PEAR TREES,TXAKOLI VINEYARD
AMOREBIETA-ETXANO,48003,2019,3,6.0,30.0,0,1,0,1,0,0,1,0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMOREBIETA-ETXANO,48003,2019,4,12.0,45.0,0,1,0,1,0,0,0,1,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMOREBIETA-ETXANO,48003,2019,5,7.0,21.571428571428577,2,5,0,7,0,0,1,6,1309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMOREBIETA-ETXANO,48003,2019,6,8.333333333333334,30.0,0,3,0,3,0,0,0,3,561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMOREBIETA-ETXANO,48003,2019,7,6.833333333333332,23.66666666666667,1,8,3,12,0,0,5,7,2244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMOREBIETA-ETXANO,48003,2019,8,4.833333333333333,25.777777777777786,0,16,2,17,1,0,7,11,3366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMOREBIETA-ETXANO,48003,2019,9,15.545454545454545,34.36363636363637,0,10,1,6,5,0,6,5,2057.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMOREBIETA-ETXANO,48003,2019,10,6.8235294117647065,33.64705882352941,0,16,1,17,0,0,14,3,3179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMOREBIETA-ETXANO,48003,2019,11,8.8,23.0,0,2,3,3,2,0,4,1,935.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMOREBIETA-ETXANO,48003,2019,12,6.0,15.0,0,3,0,3,0,0,1,2,561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMOROTO,48004,2018,6,30.0,2.0,0,1,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMOROTO,48004,2018,7,10.0,1.0,0,1,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMOROTO,48004,2018,10,0.0,20.0,0,1,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMOROTO,48004,2018,11,4.0,13.0,0,1,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMOROTO,48004,2019,8,8.0,25.0,0,2,0,2,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMOROTO,48004,2019,10,12.0,20.0,0,1,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMOROTO,48004,2019,11,22.5,22.5,0,2,0,1,1,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARAKALDO,48005,2018,8,2.0,30.0,0,1,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARAKALDO,48005,2018,9,8.0,40.0,0,1,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARAKALDO,48005,2018,12,15.0,69.0,0,1,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARAKALDO,48005,2019,7,1.0,1.0,0,1,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARAKALDO,48005,2019,10,10.0,31.66666666666667,0,3,0,1,2,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARAKALDO,48005,2019,12,10.0,1.0,0,1,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARANTZAZU,48006,2018,7,4.666666666666667,26.66666666666667,0,3,0,3,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARANTZAZU,48006,2018,8,8.5,40.0,0,4,0,3,1,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARANTZAZU,48006,2018,10,2.5,40.0,0,2,0,2,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARANTZAZU,48006,2019,8,1.5,13.0,0,1,1,1,1,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARANTZAZU,48006,2019,9,5.0,50.0,0,1,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AREATZA,48093,2018,3,20.0,30.0,0,1,0,1,0,0,0,1,35.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0
AREATZA,48093,2018,8,2.0,20.0,0,3,0,2,1,0,0,3,105.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0
AREATZA,48093,2018,9,3.5,20.0,0,1,1,2,0,0,1,1,70.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0
AREATZA,48093,2018,10,6.0,33.333333333333336,0,3,0,3,0,0,2,1,105.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0
AREATZA,48093,2019,1,0.0,20.0,0,1,0,1,0,0,1,0,35.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0
AREATZA,48093,2019,3,6.0,35.0,0,1,0,1,0,0,1,0,35.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0
AREATZA,48093,2019,4,10.5,147.5,0,2,0,2,0,0,2,0,70.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0
AREATZA,48093,2019,8,5.25,24.25,0,4,0,4,0,0,1,3,140.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0
AREATZA,48093,2019,9,5.5,17.5,0,2,0,1,1,0,1,1,70.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0
AREATZA,48093,2019,10,12.333333333333336,43.33333333333334,0,3,0,2,1,0,3,0,105.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0
AREATZA,48093,2019,11,8.5,37.5,0,1,1,2,0,0,1,1,70.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0
ARRANKUDIAGA,48009,2018,4,25.0,40.0,0,1,0,1,0,0,0,1,0.0,19.0,3.0,0.0,275.0,50.0,4.0,63.0
ARRANKUDIAGA,48009,2018,5,9.5,30.0,0,2,0,1,1,0,1,1,0.0,38.0,6.0,0.0,550.0,100.0,8.0,126.0
ARRANKUDIAGA,48009,2018,6,1.6666666666666667,13.666666666666664,0,3,0,3,0,0,2,1,0.0,57.0,9.0,0.0,825.0,150.0,12.0,189.0
ARRANKUDIAGA,48009,2018,7,11.75,35.0,0,4,0,4,0,0,0,4,0.0,76.0,12.0,0.0,1100.0,200.0,16.0,252.0
ARRANKUDIAGA,48009,2018,8,7.875,26.875,0,7,1,8,0,0,2,6,0.0,152.0,24.0,0.0,2200.0,400.0,32.0,504.0
ARRANKUDIAGA,48009,2018,9,10.0,32.5,0,2,0,2,0,0,0,2,0.0,38.0,6.0,0.0,550.0,100.0,8.0,126.0
ARRANKUDIAGA,48009,2018,10,5.625,15.0,0,8,0,8,0,0,3,5,0.0,152.0,24.0,0.0,2200.0,400.0,32.0,504.0
ARRANKUDIAGA,48009,2018,11,5.769230769230767,17.307692307692307,0,12,1,13,0,0,9,4,0.0,247.0,39.0,0.0,3575.0,650.0,52.0,819.0
ARRANKUDIAGA,48009,2019,4,3.0,2.0,0,1,0,1,0,0,0,1,0.0,19.0,3.0,0.0,275.0,50.0,4.0,63.0
ARRANKUDIAGA,48009,2019,5,14.0,30.0,0,1,0,1,0,0,0,1,0.0,19.0,3.0,0.0,275.0,50.0,4.0,63.0
ARRANKUDIAGA,48009,2019,7,1.0,1.0,0,0,1,1,0,0,0,1,0.0,19.0,3.0,0.0,275.0,50.0,4.0,63.0
ARRANKUDIAGA,48009,2019,8,1.0,1.0,0,1,0,1,0,0,0,1,0.0,19.0,3.0,0.0,275.0,50.0,4.0,63.0
ARRANKUDIAGA,48009,2019,10,4.666666666666667,33.333333333333336,0,3,0,3,0,0,2,1,0.0,57.0,9.0,0.0,825.0,150.0,12.0,189.0
ARRANKUDIAGA,48009,2019,11,10.0,60.0,0,1,0,0,1,0,1,0,0.0,19.0,3.0,0.0,275.0,50.0,4.0,63.0
ARRATZU,48914,2018,2,8.0,35.0,0,1,0,1,0,0,0,1,0.0,44.0,0.0,0.0,24.0,1.0,0.0,3.0
ARRATZU,48914,2018,3,8.0,15.0,0,2,0,2,0,0,2,0,0.0,88.0,0.0,0.0,48.0,2.0,0.0,6.0
ARRATZU,48914,2018,5,3.0,10.0,0,1,0,1,0,0,1,0,0.0,44.0,0.0,0.0,24.0,1.0,0.0,3.0
ARRATZU,48914,2018,9,5.0,16.6,0,4,1,5,0,0,3,2,0.0,220.0,0.0,0.0,120.0,5.0,0.0,15.0
ARRATZU,48914,2018,10,15.0,30.0,0,1,0,1,0,0,0,1,0.0,44.0,0.0,0.0,24.0,1.0,0.0,3.0
ARRATZU,48914,2018,11,2.0,20.0,0,1,0,1,0,0,1,0,0.0,44.0,0.0,0.0,24.0,1.0,0.0,3.0
ARRATZU,48914,2018,12,8.5,147.5,0,2,0,2,0,0,1,1,0.0,88.0,0.0,0.0,48.0,2.0,0.0,6.0
ARRATZU,48914,2019,3,11.0,45.0,0,1,0,1,0,0,1,0,0.0,44.0,0.0,0.0,24.0,1.0,0.0,3.0
ARRATZU,48914,2019,4,15.0,40.0,0,1,0,1,0,0,1,0,0.0,44.0,0.0,0.0,24.0,1.0,0.0,3.0
ARRATZU,48914,2019,8,11.0,26.0,0,1,0,1,0,0,1,0,0.0,44.0,0.0,0.0,24.0,1.0,0.0,3.0
ARRATZU,48914,2019,9,1.5,22.0,0,2,0,1,1,0,0,2,0.0,88.0,0.0,0.0,48.0,2.0,0.0,6.0
ARRATZU,48914,2019,10,4.333333333333333,43.66666666666666,0,2,1,3,0,0,2,1,0.0,132.0,0.0,0.0,72.0,3.0,0.0,9.0
ARRATZU,48914,2019,12,2.0,36.5,0,2,0,1,1,0,0,2,0.0,88.0,0.0,0.0,48.0,2.0,0.0,6.0
ARRIETA,48010,2018,2,10.0,25.0,0,1,0,1,0,0,0,1,0.0,1.0,0.0,0.0,22.0,0.0,0.0,0.0
ARRIETA,48010,2018,5,9.0,30.0,0,2,0,2,0,0,0,2,0.0,2.0,0.0,0.0,44.0,0.0,0.0,0.0
ARRIETA,48010,2018,8,11.5,42.5,0,2,0,2,0,0,0,2,0.0,2.0,0.0,0.0,44.0,0.0,0.0,0.0
ARRIETA,48010,2018,9,14.0,18.666666666666668,0,3,0,3,0,0,1,2,0.0,3.0,0.0,0.0,66.0,0.0,0.0,0.0
ARRIETA,48010,2018,10,6.333333333333332,16.666666666666668,0,3,0,3,0,0,3,0,0.0,3.0,0.0,0.0,66.0,0.0,0.0,0.0
ARRIETA,48010,2018,11,10.25,18.75,0,4,0,4,0,0,2,2,0.0,4.0,0.0,0.0,88.0,0.0,0.0,0.0
ARRIETA,48010,2018,12,1.5,40.0,0,2,0,2,0,0,0,2,0.0,2.0,0.0,0.0,44.0,0.0,0.0,0.0
ARRIETA,48010,2019,3,14.0,40.0,0,2,0,2,0,0,2,0,0.0,2.0,0.0,0.0,44.0,0.0,0.0,0.0
ARRIETA,48010,2019,4,4.0,20.0,0,1,0,1,0,0,0,1,0.0,1.0,0.0,0.0,22.0,0.0,0.0,0.0
ARRIETA,48010,2019,7,4.0,18.0,0,1,1,2,0,0,2,0,0.0,2.0,0.0,0.0,44.0,0.0,0.0,0.0
ARRIETA,48010,2019,8,7.6,34.0,0,5,0,5,0,0,3,2,0.0,5.0,0.0,0.0,110.0,0.0,0.0,0.0
ARRIETA,48010,2019,9,20.0,60.0,0,1,0,1,0,0,1,0,0.0,1.0,0.0,0.0,22.0,0.0,0.0,0.0
ARRIETA,48010,2019,10,1.0,40.0,0,1,0,1,0,0,1,0,0.0,1.0,0.0,0.0,22.0,0.0,0.0,0.0
ARRIETA,48010,2019,12,6.0,45.0,0,1,0,1,0,0,1,0,0.0,1.0,0.0,0.0,22.0,0.0,0.0,0.0
ARRIGORRIAGA,48011,2018,5,20.0,40.0,0,0,1,1,0,0,1,0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,3.0
ARRIGORRIAGA,48011,2018,6,0.0,15.0,0,1,0,1,0,0,1,0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,3.0
ARRIGORRIAGA,48011,2018,8,5.636363636363638,37.09090909090909,0,9,2,11,0,0,4,7,0.0,0.0,0.0,0.0,143.0,0.0,0.0,33.0
ARRIGORRIAGA,48011,2018,9,16.25,17.5,0,4,0,4,0,0,1,3,0.0,0.0,0.0,0.0,52.0,0.0,0.0,12.0
ARRIGORRIAGA,48011,2018,11,5.0,60.0,0,1,0,1,0,0,1,0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,3.0
ARRIGORRIAGA,48011,2018,12,1.0,10.0,0,1,0,1,0,0,1,0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,3.0
ARRIGORRIAGA,48011,2019,8,5.0,20.0,0,2,0,2,0,0,0,2,0.0,0.0,0.0,0.0,26.0,0.0,0.0,6.0
ARRIGORRIAGA,48011,2019,9,8.0,4.666666666666667,0,3,0,3,0,0,1,2,0.0,0.0,0.0,0.0,39.0,0.0,0.0,9.0
ARRIGORRIAGA,48011,2019,10,3.5,16.0,0,2,0,2,0,0,1,1,0.0,0.0,0.0,0.0,26.0,0.0,0.0,6.0
ARRIGORRIAGA,48011,2019,12,8.5,3.5,1,1,0,2,0,0,2,0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,6.0
ARTEA,48023,2018,1,5.0,60.0,0,1,0,1,0,0,0,1,200.0,0.0,0.0,0.0,12.0,2.0,0.0,3.0
ARTEA,48023,2018,3,0.0,1.0,0,1,0,1,0,0,0,1,200.0,0.0,0.0,0.0,12.0,2.0,0.0,3.0
ARTEA,48023,2018,5,3.0,22.5,0,1,1,2,0,0,2,0,400.0,0.0,0.0,0.0,24.0,4.0,0.0,6.0
